id,company,date,jobTitle,jobDescription,location,json
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=0,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=100,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=125,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=150,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=175,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=200,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=225,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=25,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=250,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=275,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=300,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=325,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=350,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=375,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=400,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=425,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=450,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=475,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=50,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=500,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=525,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=550,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=575,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=600,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=13476&f_CR=103644278&geoId=92000000&start=75,,,,,,
https://www.linkedin.com/jobs/view/2023-co-op-bioinformatics-computer-science-or-related-majors-at-regeneron-3232353678?refId=XpePVmnb1EmFqlyBTL0gOA%3D%3D&trackingId=gpZo%2Bo%2BvfccN4nPuqx1nrQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,Regeneron,2 weeks ago,"2023 Co-op- Bioinformatics, Computer Science or Related Majors","If you’re a student pursuing a degree in Bioinformatics, Computational Biology, Computer science, or related majors, you may be a fit for a Co-op in our Research and Development or Information Technology organizations. Please apply to one Co-op of interest that best matches your major. Our Co-op positions are January-August (Spring-Summer), May/June-December (Summer-Fall), and August-December (Fall). In this role, a typical experience might include the following: Achieving a general understanding of what happens in our global organization Completing hands-on project work that has an impact on the business Engaging with Regeneron leadership Collaborating with a specific hiring manager and other interns/co-ops Establishing connections with Regeneron’s diverse set of employee resource groups Participating in professional development sessions while enjoying lots of free food and swag Showcasing the knowledge you gained through end of program presentation sessions Getting paid for your hard work! This Role Might Be For You If You want to make a difference You advocate for your ideas – and what they can do in the world You’re excited to think, challenge, listen, re-think and solve You continuously look for ways to improve You are science-minded, ask questions and challenge conventional wisdom You work with precision, passion, thoughtfulness and integrity You’re ready to work with the team that can bring a great idea to life You know this is no ordinary job To be considered for this opportunity, you must be enrolled in, or accepted to, an academic program pursuing an Undergraduate or Graduate degree (and be returning to school the semester following the position). A cumulative GPA of 3.0 is preferred. We want someone who is able to commit to 40 hours per week from January-August, May/June-December, or August-December. Demonstrated leadership in areas such as campus activities, clubs, sports, current or previous work, or within the community is also preferred. Does this sound like you? Apply now to take your first steps toward living the Regeneron Way! We have an inclusive and diverse culture that provides comprehensive benefits including health and wellness programs, fitness centers and equity awards, annual bonuses, and paid time off for eligible employees at all levels! Regeneron is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion or belief (or lack thereof), sex, nationality, national or ethnic origin, civil status, age, citizenship status, membership of the Traveler community, sexual orientation, disability, genetic information, familial status, marital or registered civil partnership status, pregnancy or parental status, gender identity, gender reassignment, military or veteran status, or any other protected characteristic in accordance with applicable laws and regulations. We will ensure that individuals with disabilities are provided reasonable accommodations to participate in the job application process. Please contact us to discuss any accommodations you think you may need. The salary ranges provided are shown in accordance with U.S. law and apply to U.S. based positions, where the hired candidate will be located in the U.S. If you are outside the U.S, please speak with your recruiter about salaries and benefits in your location. R14432","Sleepy Hollow, NY 74 applicants",
https://www.linkedin.com/jobs/view/2023-co-op-bioinformatics-computer-science-or-related-majors-at-regeneron-3232356321?refId=XpePVmnb1EmFqlyBTL0gOA%3D%3D&trackingId=kIo7Jt%2FuZeDfawlar3poLg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,Regeneron,2 weeks ago,"2023 Co-op- Bioinformatics, Computer Science or Related Majors","If you’re a student pursuing a degree in Bioinformatics, Computational Biology, Computer science, or related majors, you may be a fit for a Co-op in our Research and Development or Information Technology organizations. Please apply to one Co-op of interest that best matches your major. Our Co-op positions are January-August (Spring-Summer), May/June-December (Summer-Fall), and August-December (Fall). In this role, a typical experience might include the following: Achieving a general understanding of what happens in our global organization Completing hands-on project work that has an impact on the business Engaging with Regeneron leadership Collaborating with a specific hiring manager and other interns/co-ops Establishing connections with Regeneron’s diverse set of employee resource groups Participating in professional development sessions while enjoying lots of free food and swag Showcasing the knowledge you gained through end of program presentation sessions Getting paid for your hard work! This Role Might Be For You If You want to make a difference You advocate for your ideas – and what they can do in the world You’re excited to think, challenge, listen, re-think and solve You continuously look for ways to improve You are science-minded, ask questions and challenge conventional wisdom You work with precision, passion, thoughtfulness and integrity You’re ready to work with the team that can bring a great idea to life You know this is no ordinary job To be considered for this opportunity, you must be enrolled in, or accepted to, an academic program pursuing an Undergraduate or Graduate degree (and be returning to school the semester following the position). A cumulative GPA of 3.0 is preferred. We want someone who is able to commit to 40 hours per week from January-August, May/June-December, or August-December. Demonstrated leadership in areas such as campus activities, clubs, sports, current or previous work, or within the community is also preferred. Does this sound like you? Apply now to take your first steps toward living the Regeneron Way! We have an inclusive and diverse culture that provides comprehensive benefits including health and wellness programs, fitness centers and equity awards, annual bonuses, and paid time off for eligible employees at all levels! Regeneron is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion or belief (or lack thereof), sex, nationality, national or ethnic origin, civil status, age, citizenship status, membership of the Traveler community, sexual orientation, disability, genetic information, familial status, marital or registered civil partnership status, pregnancy or parental status, gender identity, gender reassignment, military or veteran status, or any other protected characteristic in accordance with applicable laws and regulations. We will ensure that individuals with disabilities are provided reasonable accommodations to participate in the job application process. Please contact us to discuss any accommodations you think you may need. The salary ranges provided are shown in accordance with U.S. law and apply to U.S. based positions, where the hired candidate will be located in the U.S. If you are outside the U.S, please speak with your recruiter about salaries and benefits in your location. R14432","Tarrytown, NY 78 applicants",
