id,company,date,jobTitle,jobDescription,location,json
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=6265&f_CR=103644278&geoId=92000000&start=0,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=6265&f_CR=103644278&geoId=92000000&start=100,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=6265&f_CR=103644278&geoId=92000000&start=25,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=6265&f_CR=103644278&geoId=92000000&start=50,,,,,,
https://www.linkedin.com/jobs-guest/jobs/api/seeMoreJobPostings/search?f_C=6265&f_CR=103644278&geoId=92000000&start=75,,,,,,
https://www.linkedin.com/jobs/view/accounting-leadership-development-associate-at-csx-3369316036?refId=gFIM%2BIMFlNQAeRJ6eiVSTQ%3D%3D&trackingId=QBUJ%2FGecQ3tT%2F%2FwOvv4w4A%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card,CSX,3 days ago,Accounting Leadership Development Associate,"Job Description IMPORTANT: This program will have a start date of Summer 2023 (June/July) Job Summary: CSX is a Fortune 250 company seeking future business leaders to help foster growth, efficiency and innovation. Leadership Development Associates participate in a 6-month program aimed at developing the skills of future business leaders within the accounting organization. The accounting organization is responsible for managing and performing the accounting processes for CSX and all subsidiary companies which also includes financial reporting to the SEC, STB, and other regulatory agencies reporting and maintenance of effective accounting controls. The associate will serve in a full-time role within one of four core areas within accounting – Payroll & Labor Services, Accounting & Reporting, Revenue & Receivables, and Billing & Accounting Information Systems. Primary Activities and Responsibilities: Participate in and learn core areas of the accounting organization Participate and contribute to special projects that would support field employees, technology initiatives, customer relationships, financial and liquidity objectives, as well as reporting and compliance Process improvement projects designed to implement or improve best practices Conduct accounting research and summarize results Cross functional activities and miscellaneous activities as assigned by manager Minimum Qualifications: Bachelor’s degree from an accredited institution required in Finance, Accounting, Business Administration, Economics, Marketing, Engineering, Information Technology or related major field of study, to be completed by the start date indicated in this posting. Grade point average of at least 3.0 (based on a 4-point scale) required in the related major field of study for your highest degree Preferred Qualifications: In addition to meeting the above qualifications, any of the following are preferred: Master’s degree from an accredited institution in Business Administration, Accounting or Finance, to be completed by the start date indicated in this posting. 1 or more years of experience in Business, Finance, Accounting or Marketing or 2 or more related internships Certified Public Accountant (CPA) or CPA eligible Grade point average of 3.5 or higher (based on a 4-point scale) in the related major field of study for your highest degree Knowledge and Skills: Knowledge of United States Generally Accepted Accounting Principles (GAAP) accounting concepts and principles Problem-solving and judgment skills Microsoft Office Skills Project execution and management skills Ability to communicate ideas clearly and effectively, both in writing and orally Ability to deliver oral presentations to a variety of audiences Ability to analyze data utilizing Microsoft Excel functions including pivot tables and complex formatting and functions Ability to interact with employees at various levels of the organization Ability to build relationships with business partners and customers Leadership The CSX Leadership Model is the foundation of our Talent Strategy and is what drives CSX performance. CSX accordingly selects and develops talent based on each of the following: producing results, creating change, and inspiring excellence. Job Requirements Work schedule may vary in length and schedule (may include a nonstandard workweek) Work inside an office environment with some travel and exposure to field operations Successfully complete a background check and drug test About Us CSX, based in Jacksonville, Florida, is a premier transportation company. It provides rail, intermodal and rail-to-truck transload services and solutions to customers across a broad array of markets, including energy, industrial, construction, agricultural, and consumer products. For nearly 200 years, CSX has played a critical role in the nation's economic expansion and industrial development. Its network connects every major metropolitan area in the eastern United States, where nearly two-thirds of the nation's population resides. It also links more than 230 short-line railroads and more than 70 ocean, river and lake ports with major population centers and farming towns alike. More information about CSX Corporation and its subsidiaries is available at www.csx.com. Like us on Facebook and follow us on Twitter . Closing Statement At CSX, two of our five Guiding Principles are Valuing and Developing Employees as well as Operating Safely. We are committed to offering our team members the most competitive compensation and benefits package available, unlimited opportunities for development and growth throughout an exciting and rewarding career, and the safest work environment possible. CSX is an Equal Opportunity Employer Veterans/Disabled. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, or protected veteran status and will not be discriminated against on the basis of disability. Click here to view the EEO is Law poster. Click here to view the OFCCP pay transparency provision information. CSX Transportation and its subsidiaries are not seeking outside assistance or accepting unsolicited resumes from staffing agencies or search firms for employment or contractor opportunities. Any resumes submitted by an outside vendor to any employee at CSX via e-mail, Internet, or directly to hiring managers without a valid written search agreement in place with the Talent Acquisition / HR department will be deemed the sole property of CSX. No placement fee will be paid in the event a candidate is hired as a result of the referral, or through other means.","Jacksonville, FL",
https://www.linkedin.com/jobs/view/asst-signals-worker-marysville-ohio-at-csx-3378385401?refId=vH8RlURmoaZUsCPQp2f5rw%3D%3D&trackingId=8Qn8vm0QgoDvuCOq%2BELQVg%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card,CSX,1 day ago,"Asst. Signals Worker- Marysville, Ohio","Job Summary Job Description Regional travel may be required. Assist in the installation, repairing, testing and maintenance of various railroad signals and grade crossing protection equipment. Employees must be able to meet and comply with the manufacturer's weight limitation safety rating and recommendations for any equipment associated with performing their duties, including the 300 lb. safety rating for ladders (both portable and affixed) and fall arrest equipment. Primary Activities And Responsibilities Be able to safely perform all job responsibilities Perform work on signal equipment including electrical, mechanical, hydraulic and pneumatic systems Install signal/communication structures and component Lubricate moving parts on mechanical equipment such as switch machines, car retarders and controllers Use the risk management process to isolate potentially dangerous situations Prepare and paint signal equipment Inspect, test, repair and maintain communication/signal and electrical equipment Ensure compliance with all railroad rules and regulations for safety, operations and the Federal Railroad Administration (FRA) Drive and operate medium to heavy duty vehicles daily. Miscellaneous activities and responsibilities as assigned by manager Miscellaneous activities and responsibilities as assigned by manager Pay Rate Minimum entry rate of $29.40/hour. *Pay rates are progressive upon completion of all required apprentice training. Pay rates vary by location. Training Initially, you will attend training in Atlanta, GA., and two (2) additional training sessions that will be scheduled approximately 130 days apart. CSX will pay for travel, lodging and meals as required by collective bargaining agreement. Once training has been completed this position will advance to Signal Maintainer. Signal Maintainer rate of pay is $35.84/hr Minimum Qualifications High School Diploma/GED You must currently possess a CDL or obtain one within 90 days of your start date 21 years of age or older Valid Driver's License Preferred Qualifications One or more years of outside work experience (e.g. construction, heavy equipment operator, farming, etc.) One year experience using Volt / Ohm meters One year experience interpreting circuit schematics or diagrams One year work experience in electronics, electrical, or electromechanical field Physical Requirements Heavy work, lifting up to 60 pounds occasionally and up to 85 pounds on a rare basis Stoop/bend/kneel/crouch/crawl/balance/climb Demonstrate auditory and visual acuity/tracking/inspection Climb ladders and poles up to 40 feet to make repairs, tests and installations Work outside in all weather conditions and occasionally on uneven terrain Must meet color vision and hearing requirements as described in FRA Regulations Basic Competencies Verbal comprehension (Understand oral and written communications) Communication skills (provide clear instructions/directions) Reasoning skills (problem solving and troubleshooting skills) Basic Math Job Requirements Work safely to prevent on the job accidents and injuries Wear protective equipment such as hard hat, hearing protection, or safety-toe boots Work hours may include a nonstandard workweek, overtime, and various shift work Complete annual training and pass safety rules examinations The applicant selected may be required to successfully complete a background check Must pass all required assessments Must pass a background screening This position is governed by a collective bargaining agreement and membership is req. Extensive travel required Must pass a post-offer medical examination, including a drug test About Us CSX, based in Jacksonville, Florida, is a premier transportation company. It provides rail, intermodal and rail-to-truck transload services and solutions to customers across a broad array of markets, including energy, industrial, construction, agricultural, and consumer products. For nearly 200 years, CSX has played a critical role in the nation's economic expansion and industrial development. Its network connects every major metropolitan area in the eastern United States, where nearly two-thirds of the nation's population resides. It also links more than 230 short-line railroads and more than 70 ocean, river and lake ports with major population centers and farming towns alike. More information about CSX Corporation and its subsidiaries is available at www.csx.com. Like us on Facebook and follow us on Twitter . Closing Statement At CSX, two of our five Guiding Principles are Valuing and Developing Employees as well as Operating Safely. We are committed to offering our team members the most competitive compensation and benefits package available, unlimited opportunities for development and growth throughout an exciting and rewarding career, and the safest work environment possible. CSX is an Equal Opportunity Employer Veterans/Disabled. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, or protected veteran status and will not be discriminated against on the basis of disability. Click here to view the EEO is Law poster. Click here to view the OFCCP pay transparency provision information. CSX Transportation and its subsidiaries are not seeking outside assistance or accepting unsolicited resumes from staffing agencies or search firms for employment or contractor opportunities. Any resumes submitted by an outside vendor to any employee at CSX via e-mail, Internet, or directly to hiring managers without a valid written search agreement in place with the Talent Acquisition / HR department will be deemed the sole property of CSX. No placement fee will be paid in the event a candidate is hired as a result of the referral, or through other means.","Marysville, OH",
https://www.linkedin.com/jobs/view/auditor-i-%E2%80%93-internal-controls-at-csx-3369315030?refId=MUngzs0c3FmrWamFLeOCDA%3D%3D&trackingId=RcZDpDlOpkLMPx7rzOr%2B3g%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,CSX,5 hours ago,Auditor I – Internal Controls,"Job Summary Job Description SOX auditors assess key financial controls that support CSX’s external financial reporting (e.g., 10-K financial report) in accordance with the Sarbanes-Oxley Act and external auditor requirements (e.g., PCAOB). Each year, a scoping assessment is performed to determine which controls are to be audited. In each of the audit areas, the Auditor I’s role is to perform specific audit procedures or steps under the guidance of an audit lead with some latitude in decision-making. To perform this work, this role will regularly interact with CSX management up to and including the manager level as well as with external parties (e.g., external auditors, contractors, etc.) as needed with limited supervision. The work requires documenting walkthroughs of processes, re-performance of management’s work, analyzing exceptions, and effectively communicating observations and conclusions to the audit lead and management related to specific audit steps assigned. Primary Activities And Responsibilities At the direction of the audit lead, perform pre-audit research and planning as necessary. Assist audit lead in developing risk-based audit procedures and performing walkthroughs to evaluate the design and effectiveness of business processes, internal controls and related technologies while assessing for potential fraud risk. Assist audit lead in communicating to management audit scope and objectives and document the results of procedures performed. During fieldwork for specific audit steps or internal controls assigned, interview management, gather and evaluate appropriate audit evidence, and document work to support conclusions. Utilize various data analytics tools and techniques to enhance efficiency, coverage, and value of audit activities. Manage self to meet defined project objectives and timelines. For specific audit steps or internal controls worked on during audit wrap-up and reporting, identify, research, and document issues and provide insights and recommendations to management. Assist IA&C leaders in drafting and issuing audit observations to management. Participate in cross-functional teams and initiatives to continuously improve departmental processes, systems, and talent training. Miscellaneous activities and responsibilities as assigned by manager Minimum Qualifications Bachelor's Degree/4-year Degree 1 or more years of experience in Audit, compliance, Sarbanes-Oxley, fraud, technology, or related accounting field Preferred Qualifications Graduate Degree 1 or more years of experience in Audit, compliance, Sarbanes-Oxley, fraud, technology, or related accounting field Certified Internal Auditor (CIA) Certified Public Accountant (CPA) Certified Information Security Manager (CISM) Certified Information Systems Security Professional (CISSP) Certified Information Systems Auditor (CISA) Admitted Legal Bar License Certified Fraud Examiner (CFE) Knowledge And Skills Knowledge of and skill in applying internal auditing and technology governance principles and practices, and management principles and preferred business practices Knowledge of the Sarbanes-Oxley Act of 2002; COSO Internal Control Framework; Control Objectives for Information Technology (COBIT); Standards for the Professional Practice of Internal Auditing, and the Code of Ethics developed by The Institute of Internal Auditors; and, the Association of Certified Fraud Examiners Code of Professional Standards Skill in documenting audit procedures and evidence supporting conclusions in line with established quality standards. Skill in collecting and analyzing complex data, evaluating information and systems, and drawing logical conclusions Skill in personal planning, time management, project management, and maintaining composure under pressure while balancing deliverables and deadlines for multiple discrete projects and task Skill in negotiating issues and resolving problems Skill in using word processing, spreadsheet, and other business software to prepare reports, memos, summaries, and analyses; Knowledge over Galvanize HighBond and ACL preferred Skill in effective verbal and written communications, including active listening skills and skill in presenting findings and recommendations Ability to establish and maintain harmonious working relationships with co-workers, business partners, and other external contacts, and to work effectively in a professional team environment Leadership The CSX Leadership Model is the foundation of our Talent Strategy and is what drives CSX performance. CSX accordingly selects and develops talent based on each of the following: producing results, creating change, and inspiring excellence. Job Requirements Work hours may vary in length and schedule (may include a non-standard work week) About Us CSX, based in Jacksonville, Florida, is a premier transportation company. It provides rail, intermodal and rail-to-truck transload services and solutions to customers across a broad array of markets, including energy, industrial, construction, agricultural, and consumer products. For nearly 200 years, CSX has played a critical role in the nation's economic expansion and industrial development. Its network connects every major metropolitan area in the eastern United States, where nearly two-thirds of the nation's population resides. It also links more than 230 short-line railroads and more than 70 ocean, river and lake ports with major population centers and farming towns alike. More information about CSX Corporation and its subsidiaries is available at www.csx.com. Like us on Facebook and follow us on Twitter . Closing Statement At CSX, two of our five Guiding Principles are Valuing and Developing Employees as well as Operating Safely. We are committed to offering our team members the most competitive compensation and benefits package available, unlimited opportunities for development and growth throughout an exciting and rewarding career, and the safest work environment possible. CSX is an Equal Opportunity Employer Veterans/Disabled. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, or protected veteran status and will not be discriminated against on the basis of disability. Click here to view the EEO is Law poster. Click here to view the OFCCP pay transparency provision information. CSX Transportation and its subsidiaries are not seeking outside assistance or accepting unsolicited resumes from staffing agencies or search firms for employment or contractor opportunities. Any resumes submitted by an outside vendor to any employee at CSX via e-mail, Internet, or directly to hiring managers without a valid written search agreement in place with the Talent Acquisition / HR department will be deemed the sole property of CSX. No placement fee will be paid in the event a candidate is hired as a result of the referral, or through other means.","Jacksonville, FL",
https://www.linkedin.com/jobs/view/bridge-inspector-at-csx-3380018079?refId=vH8RlURmoaZUsCPQp2f5rw%3D%3D&trackingId=5hNIVDhAY3894LNjGJLLPg%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card,CSX,5 hours ago,Bridge Inspector,"Job Summary Job Description Makes accurate and detailed bridge inspections to ensure safe train movement.Employees must be able to meet and comply with the manufacturer's weight limitation safety rating and recommendations for any equipment associated with performing their duties, including the 300 lb. safety rating for ladders (both portable and affixed) and fall arrest equipment. Primary Activities And Responsibilities Climb bridges to thoroughly inspect their components. Make accurate, detailed inspections of designated structures to ensure their safe operation. Ensure that immediate action is taken to provide for the safety of train traffic, employees, and/or the public when critical defects are found. Prioritize defects. Ensure safety for self and others nearby. Report inspections electronically. Schedule and coordinate inspections weekly and perform duties with minimal direct supervision. Assist in the development of short-term and long-term programs. Miscellaneous activities and responsibilities as assigned by manager Minimum Qualifications Associates Degree/2-year Degree Less than 1 year of experience in Bridge Construction and Repair or Engineering (civil, structural or mechanical) Equivalent Minimum Qualifications High School Diploma/GED 1 or more years of experience in Bridge Construction and Repair or Engineering (civil, structural or mechanical) Preferred Qualifications Bachelor's Degree/4-year Degree 1 or more years of experience in Structural Construction/Maintenance or Engineering (civil, structural, electrical, or mechanical) and/or Bridge Inspection Professional Engineer (PE) Knowledge and Skills Knowledge of construction, structures, components, and engineering Knowledge of Railroad industry Microsoft Office skills (especially Outlook, Excel, and PowerPoint) Leadership The CSX Leadership Model is the foundation of our Talent Strategy and is what drives CSX performance. CSX accordingly selects and develops talent based on each of the following: producing results, creating change, and inspiring excellence. Job Requirements Available to report to work with two-hour advance notice Ability to report to work with 30 minutes advance notice Wear protective equipment (such as welding shields, hard hat, hearing protection) Work at elevated heights Work outside in all weather conditions Work flexible days/hours as dictated by business needs About Us CSX, based in Jacksonville, Florida, is a premier transportation company. It provides rail, intermodal and rail-to-truck transload services and solutions to customers across a broad array of markets, including energy, industrial, construction, agricultural, and consumer products. For nearly 200 years, CSX has played a critical role in the nation's economic expansion and industrial development. Its network connects every major metropolitan area in the eastern United States, where nearly two-thirds of the nation's population resides. It also links more than 230 short-line railroads and more than 70 ocean, river and lake ports with major population centers and farming towns alike. More information about CSX Corporation and its subsidiaries is available at www.csx.com. Like us on Facebook and follow us on Twitter . Closing Statement At CSX, two of our five Guiding Principles are Valuing and Developing Employees as well as Operating Safely. We are committed to offering our team members the most competitive compensation and benefits package available, unlimited opportunities for development and growth throughout an exciting and rewarding career, and the safest work environment possible. CSX is an Equal Opportunity Employer Veterans/Disabled. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, or protected veteran status and will not be discriminated against on the basis of disability. Click here to view the EEO is Law poster. Click here to view the OFCCP pay transparency provision information. CSX Transportation and its subsidiaries are not seeking outside assistance or accepting unsolicited resumes from staffing agencies or search firms for employment or contractor opportunities. Any resumes submitted by an outside vendor to any employee at CSX via e-mail, Internet, or directly to hiring managers without a valid written search agreement in place with the Talent Acquisition / HR department will be deemed the sole property of CSX. No placement fee will be paid in the event a candidate is hired as a result of the referral, or through other means.","Jackson, KY",
https://www.linkedin.com/jobs/view/bridge-inspector-hanover-pa-at-csx-3356826447?refId=vH8RlURmoaZUsCPQp2f5rw%3D%3D&trackingId=CKfhGJNrdIeUqj%2B%2FonRuGg%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card,CSX,1 month ago,"Bridge Inspector - Hanover, PA","Job Summary Job Description Makes accurate and detailed bridge inspections to ensure safe train movement.Employees must be able to meet and comply with the manufacturer's weight limitation safety rating and recommendations for any equipment associated with performing their duties, including the 300 lb. safety rating for ladders (both portable and affixed) and fall arrest equipment. Primary Activities And Responsibilities Climb bridges to thoroughly inspect their components. Make accurate, detailed inspections of designated structures to ensure their safe operation. Ensure that immediate action is taken to provide for the safety of train traffic, employees, and/or the public when critical defects are found. Prioritize defects. Ensure safety for self and others nearby. Report inspections electronically. Schedule and coordinate inspections weekly and perform duties with minimal direct supervision. Assist in the development of short-term and long-term programs. Miscellaneous activities and responsibilities as assigned by manager Minimum Qualifications Associates Degree/2-year Degree Less than 1 year of experience in Bridge Construction and Repair or Engineering (civil, structural or mechanical) Equivalent Minimum Qualifications High School Diploma/GED 1 or more years of experience in Bridge Construction and Repair or Engineering (civil, structural or mechanical) Preferred Qualifications Bachelor's Degree/4-year Degree 1 or more years of experience in Structural Construction/Maintenance or Engineering (civil, structural, electrical, or mechanical) and/or Bridge Inspection Professional Engineer (PE) Knowledge and Skills Knowledge of construction, structures, components, and engineering Knowledge of Railroad industry Microsoft Office skills (especially Outlook, Excel, and PowerPoint) Leadership The CSX Leadership Model is the foundation of our Talent Strategy and is what drives CSX performance. CSX accordingly selects and develops talent based on each of the following: producing results, creating change, and inspiring excellence. Job Requirements Available to report to work with two-hour advance notice Ability to report to work with 30 minutes advance notice Wear protective equipment (such as welding shields, hard hat, hearing protection) Work at elevated heights Work outside in all weather conditions Work flexible days/hours as dictated by business needs About Us CSX, based in Jacksonville, Florida, is a premier transportation company. It provides rail, intermodal and rail-to-truck transload services and solutions to customers across a broad array of markets, including energy, industrial, construction, agricultural, and consumer products. For nearly 200 years, CSX has played a critical role in the nation's economic expansion and industrial development. Its network connects every major metropolitan area in the eastern United States, where nearly two-thirds of the nation's population resides. It also links more than 230 short-line railroads and more than 70 ocean, river and lake ports with major population centers and farming towns alike. More information about CSX Corporation and its subsidiaries is available at www.csx.com. Like us on Facebook and follow us on Twitter . Closing Statement At CSX, two of our five Guiding Principles are Valuing and Developing Employees as well as Operating Safely. We are committed to offering our team members the most competitive compensation and benefits package available, unlimited opportunities for development and growth throughout an exciting and rewarding career, and the safest work environment possible. CSX is an Equal Opportunity Employer Veterans/Disabled. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, or protected veteran status and will not be discriminated against on the basis of disability. Click here to view the EEO is Law poster. Click here to view the OFCCP pay transparency provision information. CSX Transportation and its subsidiaries are not seeking outside assistance or accepting unsolicited resumes from staffing agencies or search firms for employment or contractor opportunities. Any resumes submitted by an outside vendor to any employee at CSX via e-mail, Internet, or directly to hiring managers without a valid written search agreement in place with the Talent Acquisition / HR department will be deemed the sole property of CSX. No placement fee will be paid in the event a candidate is hired as a result of the referral, or through other means.","Hanover, PA",
